Year,State,Contingent/ PDRM District,Type of Crime,Number of Crime
2018,Kelantan,Pasir Mas,Robbery,23
2018,Kelantan,Pasir Mas,Causing injury,15
2018,Kelantan,Pasir Puteh,Murder,2
2018,Kelantan,Pasir Puteh,Rape,12
2018,Kelantan,Pasir Puteh,Robbery,11
2018,Kelantan,Pasir Puteh,Causing injury,23
2018,Kelantan,Tanah Merah,Murder,0
2018,Kelantan,Tanah Merah,Rape,13
2018,Kelantan,Tanah Merah,Robbery,13
2018,Kelantan,Tanah Merah,Causing injury,25
2018,Kelantan,Tumpat,Murder,0
2018,Kelantan,Tumpat,Rape,9
2018,Kelantan,Tumpat,Robbery,29
2018,Kelantan,Tumpat,Causing injury,23
2018,Melaka,Alor Gajah,Murder,2
2018,Melaka,Alor Gajah,Rape,11
2018,Melaka,Alor Gajah,Robbery,26
2018,Melaka,Alor Gajah,Causing injury,28
2018,Melaka,Jasin,Murder,1
2018,Melaka,Jasin,Rape,5
2018,Melaka,Jasin,Robbery,14
2018,Melaka,Jasin,Causing injury,19
2018,Melaka,Melaka Tengah,Murder,10
2018,Melaka,Melaka Tengah,Rape,35
2018,Melaka,Melaka Tengah,Robbery,319
2018,Melaka,Melaka Tengah,Causing injury,151
2018,Negeri Sembilan,Jelebu,Murder,0
2018,Negeri Sembilan,Jelebu,Rape,2
2018,Negeri Sembilan,Jelebu,Robbery,8
2018,Negeri Sembilan,Jelebu,Causing injury,3
2018,Negeri Sembilan,Jempol,Murder,0
2018,Negeri Sembilan,Jempol,Rape,12
2018,Negeri Sembilan,Jempol,Robbery,20
2018,Negeri Sembilan,Jempol,Causing injury,19
2018,Negeri Sembilan,Kuala Pilah,Murder,0
2018,Negeri Sembilan,Kuala Pilah,Rape,6
2018,Negeri Sembilan,Kuala Pilah,Robbery,16
2018,Negeri Sembilan,Kuala Pilah,Causing injury,12
2018,Negeri Sembilan,Nilai,Murder,0
2018,Negeri Sembilan,Nilai,Rape,19
2018,Negeri Sembilan,Nilai,Robbery,149
2018,Negeri Sembilan,Nilai,Causing injury,93
2018,Negeri Sembilan,Port Dickson,Murder,3
2018,Negeri Sembilan,Port Dickson,Rape,18
2018,Negeri Sembilan,Port Dickson,Robbery,50
2018,Negeri Sembilan,Port Dickson,Causing injury,25
2018,Negeri Sembilan,Rembau,Murder,1
2018,Negeri Sembilan,Rembau,Rape,6
2018,Negeri Sembilan,Rembau,Robbery,15
2018,Negeri Sembilan,Rembau,Causing injury,9
2018,Negeri Sembilan,Seremban,Murder,5
2018,Negeri Sembilan,Seremban,Rape,30
2018,Negeri Sembilan,Seremban,Robbery,203
2018,Negeri Sembilan,Seremban,Causing injury,72
2018,Negeri Sembilan,Tampin,Murder,0
2018,Negeri Sembilan,Tampin,Rape,4
2018,Negeri Sembilan,Tampin,Robbery,15
2018,Negeri Sembilan,Tampin,Causing injury,16
2018,Pahang,Bentong,Murder,1
2018,Pahang,Bentong,Rape,5
2018,Pahang,Bentong,Robbery,19
2018,Pahang,Bentong,Causing injury,30
2018,Pahang,Bera,Murder,1
2018,Pahang,Bera,Rape,2
2018,Pahang,Bera,Robbery,6
2018,Pahang,Bera,Causing injury,12
2018,Pahang,Cameron Highland,Murder,0
2018,Pahang,Cameron Highland,Rape,2
2018,Pahang,Cameron Highland,Robbery,11
2018,Pahang,Cameron Highland,Causing injury,10
2018,Pahang,Jerantut,Murder,1
2018,Pahang,Jerantut,Rape,10
2018,Pahang,Jerantut,Robbery,7
2018,Pahang,Jerantut,Causing injury,17
2018,Pahang,Kuala Lipis,Murder,0
2018,Pahang,Kuala Lipis,Rape,4
2018,Pahang,Kuala Lipis,Robbery,2
2018,Pahang,Kuala Lipis,Causing injury,7
2018,Pahang,Kuantan,Murder,2
2018,Pahang,Kuantan,Rape,36
2018,Pahang,Kuantan,Robbery,150
2018,Pahang,Kuantan,Causing injury,59
2018,Pahang,Maran,Murder,2
2018,Pahang,Maran,Rape,15
2018,Pahang,Maran,Robbery,12
2018,Pahang,Maran,Causing injury,6
2018,Pahang,Pekan ,Murder,0
2018,Pahang,Pekan ,Rape,4
2018,Pahang,Pekan ,Robbery,9
2018,Pahang,Pekan ,Causing injury,14
2018,Pahang,Raub,Murder,0
2018,Pahang,Raub,Rape,8
2018,Pahang,Raub,Robbery,5
2018,Pahang,Raub,Causing injury,13
2018,Pahang,Rompin,Murder,0
2018,Pahang,Rompin,Rape,13
2018,Pahang,Rompin,Robbery,12
2018,Pahang,Rompin,Causing injury,12
2018,Pahang,Temerloh,Murder,1
2018,Pahang,Temerloh,Rape,10
2018,Pahang,Temerloh,Robbery,23
2018,Pahang,Temerloh,Causing injury,19
2018,Perak,Batu Gajah,Murder,1
2018,Perak,Batu Gajah,Rape,2
2018,Perak,Batu Gajah,Robbery,6
2018,Perak,Batu Gajah,Causing injury,8
2018,Perak,Gerik,Murder,3
2018,Perak,Gerik,Rape,5
2018,Perak,Gerik,Robbery,3
2018,Perak,Gerik,Causing injury,4
2018,Perak,Hilir Perak,Murder,6
2018,Perak,Hilir Perak,Rape,5
2018,Perak,Hilir Perak,Robbery,42
2018,Perak,Hilir Perak,Causing injury,60
2018,Perak,Ipoh,Murder,6
2018,Perak,Ipoh,Rape,24
2018,Perak,Ipoh,Robbery,243
2018,Perak,Ipoh,Causing injury,104
2018,Perak,Kampar,Murder,0
2018,Perak,Kampar,Rape,1
2018,Perak,Kampar,Robbery,21
2018,Perak,Kampar,Causing injury,10
2018,Perak,Kerian,Murder,1
2018,Perak,Kerian,Rape,8
2018,Perak,Kerian,Robbery,21
2018,Perak,Kerian,Causing injury,7
2018,Perak,Kuala Kangsar,Murder,1
2018,Perak,Kuala Kangsar,Rape,5
2018,Perak,Kuala Kangsar,Robbery,9
2018,Perak,Kuala Kangsar,Causing injury,9
2018,Perak,Manjung,Murder,6
2018,Perak,Manjung,Rape,8
2018,Perak,Manjung,Robbery,32
2018,Perak,Manjung,Causing injury,53
2018,Perak,Pengkalan Hulu,Murder,0
2018,Perak,Pengkalan Hulu,Rape,3
2018,Perak,Pengkalan Hulu,Robbery,0
2018,Perak,Pengkalan Hulu,Causing injury,0
2018,Perak,Perak Tengah,Murder,3
2018,Perak,Perak Tengah,Rape,3
2018,Perak,Perak Tengah,Robbery,1
2018,Perak,Perak Tengah,Causing injury,4
2018,Perak,Selama,Murder,0
2018,Perak,Selama,Rape,3
2018,Perak,Selama,Robbery,3
2018,Perak,Selama,Causing injury,2
2018,Perak,Sungai Siput,Murder,1
2018,Perak,Sungai Siput,Rape,5
2018,Perak,Sungai Siput,Robbery,13
2018,Perak,Sungai Siput,Causing injury,16
2018,Perak,Taiping,Murder,3
2018,Perak,Taiping,Rape,26
2018,Perak,Taiping,Robbery,74
2018,Perak,Taiping,Causing injury,62
2018,Perak,Tanjong Malim,Murder,1
2018,Perak,Tanjong Malim,Rape,1
2018,Perak,Tanjong Malim,Robbery,15
2018,Perak,Tanjong Malim,Causing injury,3
2018,Perlis,Arau,Murder,0
2018,Perlis,Arau,Rape,11
2018,Perlis,Arau,Robbery,11
2018,Perlis,Arau,Causing injury,12
2018,Perlis,Kangar,Murder,1
2018,Perlis,Kangar,Rape,16
2018,Perlis,Kangar,Robbery,31
2018,Perlis,Kangar,Causing injury,31
2018,Perlis,Padang Besar,Murder,0
2018,Perlis,Padang Besar,Rape,3
2018,Perlis,Padang Besar,Robbery,8
2018,Perlis,Padang Besar,Causing injury,2
2018,Pulau Pinang,Barat Daya,Murder,1
2018,Pulau Pinang,Barat Daya,Rape,7
2018,Pulau Pinang,Barat Daya,Robbery,24
2018,Pulau Pinang,Barat Daya,Causing injury,32
2018,Pulau Pinang,Seberang Perai Selatan,Murder,2
2018,Pulau Pinang,Seberang Perai Selatan,Rape,14
2018,Pulau Pinang,Seberang Perai Selatan,Robbery,63
2018,Pulau Pinang,Seberang Perai Selatan,Causing injury,46
2018,Pulau Pinang,Seberang Perai Tengah ,Murder,7
2018,Pulau Pinang,Seberang Perai Tengah ,Rape,12
2018,Pulau Pinang,Seberang Perai Tengah ,Robbery,167
2018,Pulau Pinang,Seberang Perai Tengah ,Causing injury,82
2018,Pulau Pinang,Seberang Perai Utara ,Murder,5
2018,Pulau Pinang,Seberang Perai Utara ,Rape,24
2018,Pulau Pinang,Seberang Perai Utara ,Robbery,64
2018,Pulau Pinang,Seberang Perai Utara ,Causing injury,57
2018,Pulau Pinang,Timur Laut,Murder,6
2018,Pulau Pinang,Timur Laut,Rape,15
2018,Pulau Pinang,Timur Laut,Robbery,184
2018,Pulau Pinang,Timur Laut,Causing injury,78
2018,Sabah,Beaufort,Murder,0
2018,Sabah,Beaufort,Rape,7
2018,Sabah,Beaufort,Robbery,3
2018,Sabah,Beaufort,Causing injury,2
2018,Sabah,Beluran,Murder,2
2018,Sabah,Beluran,Rape,6
2018,Sabah,Beluran,Robbery,1
2018,Sabah,Beluran,Causing injury,5
2018,Sabah,Keningau,Murder,2
2018,Sabah,Keningau,Rape,15
2018,Sabah,Keningau,Robbery,6
2018,Sabah,Keningau,Causing injury,15
2018,Sabah,Kota Belud,Murder,1
2018,Sabah,Kota Belud,Rape,5
2018,Sabah,Kota Belud,Robbery,1
2018,Sabah,Kota Belud,Causing injury,13
2018,Sabah,Kota Kinabalu,Murder,6
2018,Sabah,Kota Kinabalu,Rape,20
2018,Sabah,Kota Kinabalu,Robbery,41
2018,Sabah,Kota Kinabalu,Causing injury,31
2018,Sabah,Kota Kinabatangan,Murder,5
2018,Sabah,Kota Kinabatangan,Rape,4
2018,Sabah,Kota Kinabatangan,Robbery,2
2018,Sabah,Kota Kinabatangan,Causing injury,5
2018,Sabah,Kota Marudu,Murder,1
2018,Sabah,Kota Marudu,Rape,5
2018,Sabah,Kota Marudu,Robbery,1
2018,Sabah,Kota Marudu,Causing injury,4
2018,Sabah,Kudat,Murder,0
2018,Sabah,Kudat,Rape,6
2018,Sabah,Kudat,Robbery,1
2018,Sabah,Kudat,Causing injury,5
2018,Sabah,Kunak,Murder,0
2018,Sabah,Kunak,Rape,4
2018,Sabah,Kunak,Robbery,2
2018,Sabah,Kunak,Causing injury,1
2018,Sabah,Lahad Datu,Murder,2
2018,Sabah,Lahad Datu,Rape,11
2018,Sabah,Lahad Datu,Robbery,16
2018,Sabah,Lahad Datu,Causing injury,20
2018,Sabah,Papar,Murder,0
2018,Sabah,Papar,Rape,17
2018,Sabah,Papar,Robbery,9
2018,Sabah,Papar,Causing injury,16
2018,Sabah,Penampang,Murder,1
2018,Sabah,Penampang,Rape,26
2018,Sabah,Penampang,Robbery,20
2018,Sabah,Penampang,Causing injury,31
2018,Sabah,Ranau,Murder,2
2018,Sabah,Ranau,Rape,4
2018,Sabah,Ranau,Robbery,0
2018,Sabah,Ranau,Causing injury,4
2018,Sabah,Sandakan,Murder,1
2018,Sabah,Sandakan,Rape,12
2018,Sabah,Sandakan,Robbery,24
2018,Sabah,Sandakan,Causing injury,12
2018,Sabah,Semporna,Murder,6
2018,Sabah,Semporna,Rape,8
2018,Sabah,Semporna,Robbery,2
2018,Sabah,Semporna,Causing injury,15
2018,Sabah,Sipitang,Murder,0
2018,Sabah,Sipitang,Rape,3
2018,Sabah,Sipitang,Robbery,0
2018,Sabah,Sipitang,Causing injury,5
2018,Sabah,Tawau,Murder,2
2018,Sabah,Tawau,Rape,6
2018,Sabah,Tawau,Robbery,13
2018,Sabah,Tawau,Causing injury,8
2018,Sabah,Tenom,Murder,2
2018,Sabah,Tenom,Rape,8
2018,Sabah,Tenom,Robbery,1
2018,Sabah,Tenom,Causing injury,4
2018,Sabah,Tuaran,Murder,1
2018,Sabah,Tuaran,Rape,7
2018,Sabah,Tuaran,Robbery,0
2018,Sabah,Tuaran,Causing injury,8
2018,W.P. Labuan,W.P. Labuan,Murder,3
2018,W.P. Labuan,W.P. Labuan,Rape,4
2018,W.P. Labuan,W.P. Labuan,Robbery,6
2018,W.P. Labuan,W.P. Labuan,Causing injury,12
2018,Sarawak,Sarawak,Murder,17
2018,Sarawak,Sarawak,Rape,131
2018,Sarawak,Sarawak,Robbery,305
2018,Sarawak,Sarawak,Causing injury,358
2018,Sarawak,Bau,Murder,0
2018,Sarawak,Bau,Rape,3
2018,Sarawak,Bau,Robbery,2
2018,Sarawak,Bau,Causing injury,81
2018,Sarawak,Belaga,Murder,3
2018,Sarawak,Belaga,Rape,0
2018,Sarawak,Belaga,Robbery,0
2018,Sarawak,Belaga,Causing injury,7
2018,Sarawak,Betong,Murder,0
2018,Sarawak,Betong,Rape,3
2018,Sarawak,Betong,Robbery,3
2018,Sarawak,Betong,Causing injury,0
2018,Sarawak,Bintulu,Murder,0
2018,Sarawak,Bintulu,Rape,5
2018,Sarawak,Bintulu,Robbery,26
2018,Sarawak,Bintulu,Causing injury,3
2018,Sarawak,Dalat,Murder,0
2018,Sarawak,Dalat,Rape,1
2018,Sarawak,Dalat,Robbery,3
2018,Sarawak,Dalat,Causing injury,6
2018,Sarawak,Julau,Murder,0
2018,Sarawak,Julau,Rape,2
2018,Sarawak,Julau,Robbery,0
2018,Sarawak,Julau,Causing injury,1
2018,Sarawak,Kanowit,Murder,0
2018,Sarawak,Kanowit,Rape,2
2018,Sarawak,Kanowit,Robbery,0
2018,Sarawak,Kanowit,Causing injury,6
2018,Sarawak,Kapit,Murder,0
2018,Sarawak,Kapit,Rape,1
2018,Sarawak,Kapit,Robbery,1
2018,Sarawak,Kapit,Causing injury,6
2018,Sarawak,Kota Samarahan,Murder,0
2018,Sarawak,Kota Samarahan,Rape,6
2018,Sarawak,Kota Samarahan,Robbery,19
2018,Sarawak,Kota Samarahan,Causing injury,6
2018,Sarawak,Kuching,Murder,1
2018,Sarawak,Kuching,Rape,10
2018,Sarawak,Kuching,Robbery,84
2018,Sarawak,Kuching,Causing injury,6
2018,Sarawak,Lawas,Murder,0
2018,Sarawak,Lawas,Rape,4
2018,Sarawak,Lawas,Robbery,1
2018,Sarawak,Lawas,Causing injury,21
2018,Sarawak,Limbang,Murder,1
2018,Sarawak,Limbang,Rape,3
2018,Sarawak,Limbang,Robbery,1
2018,Sarawak,Limbang,Causing injury,43
2018,Sarawak,Lubok Antu,Murder,0
2018,Sarawak,Lubok Antu,Rape,3
2018,Sarawak,Lubok Antu,Robbery,0
2018,Sarawak,Lubok Antu,Causing injury,2
2018,Sarawak,Lundu,Murder,0
2018,Sarawak,Lundu,Rape,2
2018,Sarawak,Lundu,Robbery,0
2018,Sarawak,Lundu,Causing injury,7
2018,Sarawak,Marudi,Murder,1
2018,Sarawak,Marudi,Rape,2
2018,Sarawak,Marudi,Robbery,1
2018,Sarawak,Marudi,Causing injury,85
2018,Sarawak,Matu Daro ,Murder,0
2018,Sarawak,Matu Daro ,Rape,0
2018,Sarawak,Matu Daro ,Robbery,1
2018,Sarawak,Matu Daro ,Causing injury,9
2018,Sarawak,Meradong,Murder,0
2018,Sarawak,Meradong,Rape,1
2018,Sarawak,Meradong,Robbery,2
2018,Sarawak,Meradong,Causing injury,27
2018,Sarawak,Miri,Murder,3
2018,Sarawak,Miri,Rape,20
2018,Sarawak,Miri,Robbery,50
2018,Sarawak,Miri,Causing injury,1
2018,Sarawak,Mukah,Murder,0
2018,Sarawak,Mukah,Rape,3
2018,Sarawak,Mukah,Robbery,4
2018,Sarawak,Mukah,Causing injury,6
2018,Sarawak,Padawan,Murder,0
2018,Sarawak,Padawan,Rape,13
2018,Sarawak,Padawan,Robbery,42
2018,Sarawak,Padawan,Causing injury,5
2018,Sarawak,Saratok,Murder,1
2018,Sarawak,Saratok,Rape,2
2018,Sarawak,Saratok,Robbery,3
2018,Sarawak,Saratok,Causing injury,5
2018,Sarawak,Sarikei,Murder,0
2018,Sarawak,Sarikei,Rape,4
2018,Sarawak,Sarikei,Robbery,5
2018,Sarawak,Sarikei,Causing injury,0
2018,Sarawak,Serian,Murder,1
2018,Sarawak,Serian,Rape,4
2018,Sarawak,Serian,Robbery,12
2018,Sarawak,Serian,Causing injury,1
2018,Sarawak,Sibu,Murder,4
2018,Sarawak,Sibu,Rape,20
2018,Sarawak,Sibu,Robbery,39
2018,Sarawak,Sibu,Causing injury,8
2018,Sarawak,Simunjan,Murder,0
2018,Sarawak,Simunjan,Rape,5
2018,Sarawak,Simunjan,Robbery,2
2018,Sarawak,Simunjan,Causing injury,2
2018,Sarawak,Song,Murder,0
2018,Sarawak,Song,Rape,0
2018,Sarawak,Song,Robbery,0
2018,Sarawak,Song,Causing injury,2
2018,Sarawak,Sri Aman,Murder,1
2018,Sarawak,Sri Aman,Rape,11
2018,Sarawak,Sri Aman,Robbery,3
2018,Sarawak,Sri Aman,Causing injury,11
2018,Sarawak,Tatau,Murder,1
2018,Sarawak,Tatau,Rape,1
2018,Sarawak,Tatau,Robbery,1
2018,Sarawak,Tatau,Causing injury,1
2018,Selangor,Ampang Jaya ,Murder,5
2018,Selangor,Ampang Jaya ,Rape,26
2018,Selangor,Ampang Jaya ,Robbery,444
2018,Selangor,Ampang Jaya ,Causing injury,96
2018,Selangor,Gombak,Murder,7
2018,Selangor,Gombak,Rape,37
2018,Selangor,Gombak,Robbery,439
2018,Selangor,Gombak,Causing injury,80
2018,Selangor,Hulu Selangor,Murder,2
2018,Selangor,Hulu Selangor,Rape,31
2018,Selangor,Hulu Selangor,Robbery,37
2018,Selangor,Hulu Selangor,Causing injury,28
2018,Selangor,Kajang,Murder,19
2018,Selangor,Kajang,Rape,29
2018,Selangor,Kajang,Robbery,339
2018,Selangor,Kajang,Causing injury,110
2018,Selangor,Klang Selatan,Murder,10
2018,Selangor,Klang Selatan,Rape,21
2018,Selangor,Klang Selatan,Robbery,374
2018,Selangor,Klang Selatan,Causing injury,97
2018,Selangor,Klang Utara,Murder,6
2018,Selangor,Klang Utara,Rape,12
2018,Selangor,Klang Utara,Robbery,159
2018,Selangor,Klang Utara,Causing injury,96
2018,Selangor,Kuala Langat,Murder,5
2018,Selangor,Kuala Langat,Rape,8
2018,Selangor,Kuala Langat,Robbery,58
2018,Selangor,Kuala Langat,Causing injury,58
2018,Selangor,Kuala Selangor,Murder,3
2018,Selangor,Kuala Selangor,Rape,12
2018,Selangor,Kuala Selangor,Robbery,41
2018,Selangor,Kuala Selangor,Causing injury,22
2018,Selangor,Petaling Jaya,Murder,13
2018,Selangor,Petaling Jaya,Rape,30
2018,Selangor,Petaling Jaya,Robbery,574
2018,Selangor,Petaling Jaya,Causing injury,128
2018,Selangor,Sabak Bernam,Murder,1
2018,Selangor,Sabak Bernam,Rape,7
2018,Selangor,Sabak Bernam,Robbery,19
2018,Selangor,Sabak Bernam,Causing injury,29
2018,Selangor,Sepang,Murder,3
2018,Selangor,Sepang,Rape,26
2018,Selangor,Sepang,Robbery,86
2018,Selangor,Sepang,Causing injury,54
2018,Selangor,Serdang,Murder,6
2018,Selangor,Serdang,Rape,12
2018,Selangor,Serdang,Robbery,305
2018,Selangor,Serdang,Causing injury,52
2018,Selangor,Sg. Buloh,Murder,2
2018,Selangor,Sg. Buloh,Rape,15
2018,Selangor,Sg. Buloh,Robbery,143
2018,Selangor,Sg. Buloh,Causing injury,59
2018,Selangor,Shah Alam,Murder,4
2018,Selangor,Shah Alam,Rape,8
2018,Selangor,Shah Alam,Robbery,98
2018,Selangor,Shah Alam,Causing injury,28
2018,Selangor,Subang Jaya,Murder,5
2018,Selangor,Subang Jaya,Rape,20
2018,Selangor,Subang Jaya,Robbery,164
2018,Selangor,Subang Jaya,Causing injury,56
2018,Terengganu,Besut,Murder,0
2018,Terengganu,Besut,Rape,12
2018,Terengganu,Besut,Robbery,23
2018,Terengganu,Besut,Causing injury,30
2018,Terengganu,Dungun,Murder,0
2018,Terengganu,Dungun,Rape,5
2018,Terengganu,Dungun,Robbery,9
2018,Terengganu,Dungun,Causing injury,27
2018,Terengganu,Hulu Terengganu,Murder,0
2018,Terengganu,Hulu Terengganu,Rape,6
2018,Terengganu,Hulu Terengganu,Robbery,10
2018,Terengganu,Hulu Terengganu,Causing injury,10
2018,Terengganu,Kemaman,Murder,0
2018,Terengganu,Kemaman,Rape,14
2018,Terengganu,Kemaman,Robbery,20
2018,Terengganu,Kemaman,Causing injury,14
2018,Terengganu,Kuala Terengganu,Murder,1
2018,Terengganu,Kuala Terengganu,Rape,12
2018,Terengganu,Kuala Terengganu,Robbery,27
2018,Terengganu,Kuala Terengganu,Causing injury,21
2018,Terengganu,Marang,Murder,1
2018,Terengganu,Marang,Rape,8
2018,Terengganu,Marang,Robbery,6
2018,Terengganu,Marang,Causing injury,11
2018,Terengganu,Setiu,Murder,0
2018,Terengganu,Setiu,Rape,6
2018,Terengganu,Setiu,Robbery,7
2018,Terengganu,Setiu,Causing injury,11
2018,W.P. Kuala Lumpur,Brickfields ,Murder,3
2018,W.P. Kuala Lumpur,Brickfields ,Rape,20
2018,W.P. Kuala Lumpur,Brickfields ,Robbery,324
2018,W.P. Kuala Lumpur,Brickfields ,Causing injury,71
2018,W.P. Kuala Lumpur,Cheras ,Murder,3
2018,W.P. Kuala Lumpur,Cheras ,Rape,27
2018,W.P. Kuala Lumpur,Cheras ,Robbery,176
2018,W.P. Kuala Lumpur,Cheras ,Causing injury,73
2018,W.P. Kuala Lumpur,Dang Wangi ,Murder,8
2018,W.P. Kuala Lumpur,Dang Wangi ,Rape,23
2018,W.P. Kuala Lumpur,Dang Wangi ,Robbery,1211
2018,W.P. Kuala Lumpur,Dang Wangi ,Causing injury,112
2018,W.P. Kuala Lumpur,Sentul ,Murder,12
2018,W.P. Kuala Lumpur,Sentul ,Rape,24
2018,W.P. Kuala Lumpur,Sentul ,Robbery,9
2018,W.P. Kuala Lumpur,Sentul ,Causing injury,163
2018,W.P. Kuala Lumpur,Wangsa Maju ,Murder,7
2018,W.P. Kuala Lumpur,Wangsa Maju ,Rape,16
2018,W.P. Kuala Lumpur,Wangsa Maju ,Robbery,460
2018,W.P. Kuala Lumpur,Wangsa Maju ,Causing injury,95
2018,W.P. Putrajaya ,W.P. Putrajaya ,Murder,0
2018,W.P. Putrajaya ,W.P. Putrajaya ,Rape,2
2018,W.P. Putrajaya ,W.P. Putrajaya ,Robbery,292
2018,W.P. Putrajaya ,W.P. Putrajaya ,Causing injury,6
